12:01:51 | INFO    | interviewdna | Logging configured (level=INFO, file=logs/interviewdna.log)
12:36:33 | WARNING | langgraph.checkpoint.serde.jsonplus | Deserializing unregistered type models.schemas.SeniorityLevel from checkpoint. This will be blocked in a future version. Set LANGGRAPH_STRICT_MSGPACK=true to block now, or add to allowed_msgpack_modules to allow explicitly: [('models.schemas', 'SeniorityLevel')]
12:36:33 | WARNING | langgraph.checkpoint.serde.jsonplus | Deserializing unregistered type models.schemas.EvidenceLevel from checkpoint. This will be blocked in a future version. Set LANGGRAPH_STRICT_MSGPACK=true to block now, or add to allowed_msgpack_modules to allow explicitly: [('models.schemas', 'EvidenceLevel')]
12:36:33 | WARNING | langgraph.checkpoint.serde.jsonplus | Deserializing unregistered type models.schemas.PriorityLevel from checkpoint. This will be blocked in a future version. Set LANGGRAPH_STRICT_MSGPACK=true to block now, or add to allowed_msgpack_modules to allow explicitly: [('models.schemas', 'PriorityLevel')]
12:36:33 | INFO    | interviewdna.api | <-- POST /interview/start 200 (5753ms)
12:36:33 | INFO    | interviewdna.api | --> GET /health
12:36:33 | INFO    | interviewdna.api | --> GET /health
12:36:33 | INFO    | interviewdna.api | <-- GET /health 200 (2ms)
12:36:33 | INFO    | interviewdna.api | <-- GET /health 200 (1ms)
12:36:33 | INFO    | interviewdna.api | --> POST /interview/start
12:36:33 | INFO    | interviewdna.agent | [session=9858c2ad-7a40-40cd-a310-3dccd75144a4] Coverage Agent selected competency | Experience with a modern ELT stack (e.g. Airflow, dbt) (TECHNICAL)
12:36:33 | INFO    | pinecone.index | Querying index with top_k=3
12:36:33 | INFO    | interviewdna.rag.pinecone | Pinecone query done in 0.31s -- 2 match(es) for 'Experience with a modern ELT stack (e.g. Airflow, dbt)' (filter={'user_id': {'$eq': 'candidate'}, 'session_id': {'$eq': '9858c2ad-7a40-40cd-a310-3dccd75144a4'}, 'document_type': {'$eq': 'resume'}})
12:36:33 | INFO    | pinecone.index | Querying index with top_k=3
12:36:33 | INFO    | interviewdna.rag.pinecone | Pinecone query done in 0.11s -- 0 match(es) for 'Experience with a modern ELT stack (e.g. Airflow, dbt)' (filter={'document_type': {'$eq': 'reference'}})
12:36:33 | INFO    | interviewdna.agent | [session=9858c2ad-7a40-40cd-a310-3dccd75144a4] Retrieved context | 0 reference chunk(s), resume evidence: found
12:36:33 | INFO    | interviewdna.llm.ollama | invoke_structured() -> qwen2.5:7b | schema=GeneratedQuestion | 2 message(s) | max_retries=2
12:36:37 | INFO    | interviewdna.llm.ollama | invoke_structured() -> GeneratedQuestion done in 3.9s total (attempt 1/3, 3.9s)
12:36:37 | INFO    | interviewdna.agent | [session=9858c2ad-7a40-40cd-a310-3dccd75144a4] LLM CALL #5: Question generated | [Experience with a modern ELT stack (e.g. Airflow, dbt)] Can you walk me through a project where you used Airflow or dbt to manage ETL processes? Please describe the problem you were trying to solve, the tools you used, and any challenges you faced and how you overcame them.
12:36:37 | INFO    | interviewdna.api | <-- POST /interview/start 200 (4378ms)
12:36:37 | INFO    | interviewdna.api | --> GET /health
12:36:37 | INFO    | interviewdna.api | <-- GET /health 200 (0ms)
12:38:47 | INFO    | interviewdna.api | --> GET /health
12:38:47 | INFO    | interviewdna.api | <-- GET /health 200 (11ms)
12:38:47 | INFO    | interviewdna.api | --> GET /health
12:38:47 | INFO    | interviewdna.api | <-- GET /health 200 (1ms)
12:38:47 | INFO    | interviewdna.api | --> POST /interview/answer
12:38:47 | INFO    | interviewdna.llm.ollama | invoke_structured() -> qwen2.5:7b | schema=AnswerEvaluation | 2 message(s) | max_retries=2
12:38:55 | INFO    | interviewdna.llm.ollama | invoke_structured() -> AnswerEvaluation done in 8.2s total (attempt 1/3, 8.1s)
12:38:55 | INFO    | interviewdna.agent | [session=9858c2ad-7a40-40cd-a310-3dccd75144a4] LLM CALL #6: Answer evaluated | action=MOVE_ON | Relatively weaker tradeoffs (8/10)
12:38:55 | INFO    | interviewdna.agent | [session=9858c2ad-7a40-40cd-a310-3dccd75144a4] Mem0: stored coaching signal(s) | Experience with a modern ELT stack (e.g. Airflow, dbt): strong correctness (9/10); Experience with a modern ELT stack (e.g. Airflow, dbt): strong depth (9/10); Experience with a modern ELT stack (e.g. Airflow, dbt): strong clarity (10/10); Experience with a modern ELT stack (e.g. Airflow, dbt): strong evidence (10/10); Experience with a modern ELT stack (e.g. Airflow, dbt): strong tradeoffs (8/10); Experience with a modern ELT stack (e.g. Airflow, dbt): strong completeness (9/10)
12:38:55 | INFO    | interviewdna.agent | [session=9858c2ad-7a40-40cd-a310-3dccd75144a4] Coverage Agent updated | Experience with a modern ELT stack (e.g. Airflow, dbt) -> TESTED
12:38:55 | INFO    | interviewdna.agent | [session=9858c2ad-7a40-40cd-a310-3dccd75144a4] Coverage Agent selected competency | Strong SQL and Python skills (TECHNICAL)
12:38:55 | INFO    | pinecone.index | Querying index with top_k=3
12:38:56 | INFO    | interviewdna.rag.pinecone | Pinecone query done in 0.67s -- 2 match(es) for 'Strong SQL and Python skills' (filter={'user_id': {'$eq': 'candidate'}, 'session_id': {'$eq': '9858c2ad-7a40-40cd-a310-3dccd75144a4'}, 'document_type': {'$eq': 'resume'}})
12:38:56 | INFO    | pinecone.index | Querying index with top_k=3
12:38:56 | INFO    | interviewdna.rag.pinecone | Pinecone query done in 0.08s -- 0 match(es) for 'Strong SQL and Python skills' (filter={'document_type': {'$eq': 'reference'}})
12:38:56 | INFO    | interviewdna.agent | [session=9858c2ad-7a40-40cd-a310-3dccd75144a4] Retrieved context | 0 reference chunk(s), resume evidence: found
12:38:56 | INFO    | interviewdna.llm.ollama | invoke_structured() -> qwen2.5:7b | schema=GeneratedQuestion | 2 message(s) | max_retries=2
12:39:00 | INFO    | interviewdna.llm.ollama | invoke_structured() -> GeneratedQuestion done in 3.9s total (attempt 1/3, 3.9s)
12:39:00 | INFO    | interviewdna.agent | [session=9858c2ad-7a40-40cd-a310-3dccd75144a4] LLM CALL #5: Question generated | [Strong SQL and Python skills] Can you walk me through a recent project where you used both SQL and Python together to solve a complex data analysis problem? Please describe the problem, the tools and techniques you used, and the outcome of your solution.
12:39:00 | WARNING | langgraph.checkpoint.serde.jsonplus | Deserializing unregistered type models.schemas.RecommendedAction from checkpoint. This will be blocked in a future version. Set LANGGRAPH_STRICT_MSGPACK=true to block now, or add to allowed_msgpack_modules to allow explicitly: [('models.schemas', 'RecommendedAction')]
12:39:00 | INFO    | interviewdna.api | <-- POST /interview/answer 200 (12865ms)
12:39:00 | WARNING | interviewdna.api | POST /interview/answer took 12.9s -- likely an LLM call (Ollama cold start, long prompt, or structured-output retry loop)
12:39:00 | INFO    | interviewdna.api | --> GET /health
12:39:00 | INFO    | interviewdna.api | --> POST /interview/answer
12:39:00 | INFO    | interviewdna.api | --> GET /health
12:39:00 | INFO    | interviewdna.api | <-- GET /health 200 (6ms)
12:39:00 | INFO    | interviewdna.api | <-- GET /health 200 (2ms)
12:39:00 | INFO    | interviewdna.llm.ollama | invoke_structured() -> qwen2.5:7b | schema=AnswerEvaluation | 2 message(s) | max_retries=2
12:39:08 | INFO    | interviewdna.llm.ollama | invoke_structured() -> AnswerEvaluation done in 8.3s total (attempt 1/3, 8.3s)
12:39:08 | INFO    | interviewdna.agent | [session=9858c2ad-7a40-40cd-a310-3dccd75144a4] LLM CALL #6: Answer evaluated | action=MOVE_ON | Relatively weaker tradeoffs (8/10)
12:39:08 | INFO    | interviewdna.agent | [session=9858c2ad-7a40-40cd-a310-3dccd75144a4] Mem0: stored coaching signal(s) | Strong SQL and Python skills: strong correctness (9/10); Strong SQL and Python skills: strong depth (9/10); Strong SQL and Python skills: strong clarity (10/10); Strong SQL and Python skills: strong evidence (10/10); Strong SQL and Python skills: strong tradeoffs (8/10); Strong SQL and Python skills: strong completeness (9/10)
12:39:08 | INFO    | interviewdna.agent | [session=9858c2ad-7a40-40cd-a310-3dccd75144a4] Coverage Agent updated | Strong SQL and Python skills -> TESTED
12:39:08 | INFO    | interviewdna.agent | [session=9858c2ad-7a40-40cd-a310-3dccd75144a4] Coverage Agent selected competency | Experience with a cloud data warehouse (Snowflake, BigQuery, or Redshift) (TECHNICAL)
12:39:08 | INFO    | pinecone.index | Querying index with top_k=3
12:39:08 | INFO    | interviewdna.rag.pinecone | Pinecone query done in 0.57s -- 2 match(es) for 'Experience with a cloud data warehouse (Snowflake, BigQuery,' (filter={'user_id': {'$eq': 'candidate'}, 'session_id': {'$eq': '9858c2ad-7a40-40cd-a310-3dccd75144a4'}, 'document_type': {'$eq': 'resume'}})
12:39:09 | INFO    | pinecone.index | Querying index with top_k=3
12:39:09 | INFO    | interviewdna.rag.pinecone | Pinecone query done in 0.13s -- 0 match(es) for 'Experience with a cloud data warehouse (Snowflake, BigQuery,' (filter={'document_type': {'$eq': 'reference'}})
12:39:09 | INFO    | interviewdna.agent | [session=9858c2ad-7a40-40cd-a310-3dccd75144a4] Retrieved context | 0 reference chunk(s), resume evidence: found
12:39:09 | INFO    | interviewdna.llm.ollama | invoke_structured() -> qwen2.5:7b | schema=GeneratedQuestion | 2 message(s) | max_retries=2
12:39:12 | INFO    | interviewdna.llm.ollama | invoke_structured() -> GeneratedQuestion done in 3.8s total (attempt 1/3, 3.8s)
12:39:12 | INFO    | interviewdna.agent | [session=9858c2ad-7a40-40cd-a310-3dccd75144a4] LLM CALL #5: Question generated | [Experience with a cloud data warehouse (Snowflake, BigQuery, or Redshift)] Can you walk me through a project where you utilized a cloud data warehouse to optimize data storage and query performance? Please describe the challenges you faced and how you addressed them.
12:39:12 | INFO    | interviewdna.api | <-- POST /interview/answer 200 (12859ms)
12:39:12 | WARNING | interviewdna.api | POST /interview/answer took 12.9s -- likely an LLM call (Ollama cold start, long prompt, or structured-output retry loop)
12:39:12 | INFO    | interviewdna.api | --> GET /health
12:39:12 | INFO    | interviewdna.api | --> POST /interview/answer
12:39:12 | INFO    | interviewdna.api | --> GET /health
12:39:12 | INFO    | interviewdna.api | <-- GET /health 200 (3ms)
12:39:12 | INFO    | interviewdna.api | --> POST /interview/answer
12:39:12 | INFO    | interviewdna.api | <-- GET /health 200 (1ms)
12:39:13 | INFO    | interviewdna.llm.ollama | invoke_structured() -> qwen2.5:7b | schema=AnswerEvaluation | 2 message(s) | max_retries=2
12:39:20 | INFO    | interviewdna.llm.ollama | invoke_structured() -> AnswerEvaluation done in 7.7s total (attempt 1/3, 7.7s)
12:39:20 | INFO    | interviewdna.agent | [session=9858c2ad-7a40-40cd-a310-3dccd75144a4] LLM CALL #6: Answer evaluated | action=COACH | Relatively weaker depth (8/10)
12:39:20 | INFO    | interviewdna.agent | [session=9858c2ad-7a40-40cd-a310-3dccd75144a4] Mem0: stored coaching signal(s) | Experience with a cloud data warehouse (Snowflake, BigQuery, or Redshift): needs practice on Relatively weaker depth (8/10); Experience with a cloud data warehouse (Snowflake, BigQuery, or Redshift): strong correctness (9/10); Experience with a cloud data warehouse (Snowflake, BigQuery, or Redshift): strong depth (8/10); Experience with a cloud data warehouse (Snowflake, BigQuery, or Redshift): strong clarity (10/10); Experience with a cloud data warehouse (Snowflake, BigQuery, or Redshift): strong evidence (9/10); Experience with a cloud data warehouse (Snowflake, BigQuery, or Redshift): strong tradeoffs (8/10); Experience with a cloud data warehouse (Snowflake, BigQuery, or Redshift): strong completeness (9/10)
12:39:20 | INFO    | pinecone.index | Querying index with top_k=4
12:39:21 | INFO    | interviewdna.rag.pinecone | Pinecone query done in 0.51s -- 0 match(es) for 'Experience with a cloud data warehouse (Snowflake, BigQuery,' (filter={'document_type': {'$eq': 'reference'}})
12:39:21 | INFO    | interviewdna.llm.ollama | invoke_structured() -> qwen2.5:7b | schema=CoachingResult | 2 message(s) | max_retries=2
12:39:35 | INFO    | interviewdna.llm.ollama | invoke_structured() -> CoachingResult done in 14.5s total (attempt 1/3, 14.5s)
12:39:35 | INFO    | interviewdna.agent | [session=9858c2ad-7a40-40cd-a310-3dccd75144a4] LLM CALL #10: Grounded coaching generated | Your explanation of the ETL pipeline and the use of Apache Airflow and dbt is clear and well-structured. However, the qu
12:39:35 | INFO    | interviewdna.api | <-- POST /interview/answer 200 (22701ms)
12:39:35 | WARNING | interviewdna.api | POST /interview/answer took 22.7s -- likely an LLM call (Ollama cold start, long prompt, or structured-output retry loop)
12:39:35 | INFO    | interviewdna.llm.ollama | invoke_structured() -> qwen2.5:7b | schema=AnswerEvaluation | 2 message(s) | max_retries=2
12:39:43 | INFO    | interviewdna.llm.ollama | invoke_structured() -> AnswerEvaluation done in 7.4s total (attempt 1/3, 7.4s)
12:39:43 | INFO    | interviewdna.agent | [session=9858c2ad-7a40-40cd-a310-3dccd75144a4] LLM CALL #11: Retry evaluated | before={'correctness': 9, 'depth': 8, 'clarity': 10, 'evidence': 9, 'tradeoffs': 8, 'completeness': 9} retry={'correctness': 8, 'depth': 7, 'clarity': 9, 'evidence': 8, 'tradeoffs': 6, 'completeness': 9}
12:39:43 | INFO    | interviewdna.agent | [session=9858c2ad-7a40-40cd-a310-3dccd75144a4] Coverage Agent selected competency | Experience with AWS or another major cloud provider (TECHNICAL)
12:39:43 | INFO    | pinecone.index | Querying index with top_k=3
12:39:43 | INFO    | interviewdna.rag.pinecone | Pinecone query done in 0.46s -- 2 match(es) for 'Experience with AWS or another major cloud provider' (filter={'user_id': {'$eq': 'candidate'}, 'session_id': {'$eq': '9858c2ad-7a40-40cd-a310-3dccd75144a4'}, 'document_type': {'$eq': 'resume'}})
12:39:43 | INFO    | pinecone.index | Querying index with top_k=3
12:39:43 | INFO    | interviewdna.rag.pinecone | Pinecone query done in 0.09s -- 0 match(es) for 'Experience with AWS or another major cloud provider' (filter={'document_type': {'$eq': 'reference'}})
12:39:43 | INFO    | interviewdna.agent | [session=9858c2ad-7a40-40cd-a310-3dccd75144a4] Retrieved context | 0 reference chunk(s), resume evidence: found
12:39:43 | INFO    | interviewdna.llm.ollama | invoke_structured() -> qwen2.5:7b | schema=GeneratedQuestion | 2 message(s) | max_retries=2
12:39:47 | INFO    | interviewdna.llm.ollama | invoke_structured() -> GeneratedQuestion done in 3.8s total (attempt 1/3, 3.8s)
12:39:47 | INFO    | interviewdna.agent | [session=9858c2ad-7a40-40cd-a310-3dccd75144a4] LLM CALL #5: Question generated | [Experience with AWS or another major cloud provider] Can you walk me through a project you have worked on where you utilized AWS services? Please describe the problem you were trying to solve, the AWS services you used, and the outcome of your implementation.
12:39:47 | INFO    | interviewdna.api | <-- POST /interview/answer 200 (34408ms)
12:39:47 | WARNING | interviewdna.api | POST /interview/answer took 34.4s -- likely an LLM call (Ollama cold start, long prompt, or structured-output retry loop)
12:39:47 | INFO    | interviewdna.api | --> GET /health
12:39:47 | INFO    | interviewdna.api | <-- GET /health 200 (1ms)
12:52:10 | INFO    | interviewdna | Logging configured (level=INFO, file=logs/interviewdna.log)
12:57:43 | INFO    | interviewdna | Logging configured (level=INFO, file=logs/interviewdna.log)
12:58:01 | INFO    | interviewdna | Logging configured (level=INFO, file=logs/interviewdna.log)
12:58:01 | INFO    | interviewdna.api | --> GET /health
12:58:01 | INFO    | interviewdna.api | <-- GET /health 200 (3ms)
12:58:08 | INFO    | interviewdna.api | --> GET /health
12:58:08 | INFO    | interviewdna.api | <-- GET /health 200 (1ms)
12:58:34 | INFO    | interviewdna.api | --> GET /health
12:58:34 | INFO    | interviewdna.api | <-- GET /health 200 (2ms)
12:58:35 | INFO    | interviewdna.api | --> GET /health
12:58:35 | INFO    | interviewdna.api | <-- GET /health 200 (1ms)
12:58:35 | INFO    | interviewdna.api | --> POST /resume/analyze
12:58:35 | INFO    | interviewdna.services.resume | Parsing resume file: /var/folders/9l/fmfl13417mn7333jvdybfk1m0000gn/T/tmp1rsj6g5k.docx
12:58:36 | INFO    | interviewdna.services.resume | Parsed resume: 2802 chars in 0.06s
12:58:36 | INFO    | interviewdna.llm.factory | Initializing LLM provider: ollama
12:58:36 | INFO    | interviewdna.llm.ollama | OllamaLLMService initialized (base_url=http://localhost:11434, model=qwen2.5:7b, timeout=120s)
12:58:36 | INFO    | interviewdna.services.resume | LLM CALL #1: Resume DNA extraction starting (2802 chars input)
12:58:36 | INFO    | interviewdna.llm.ollama | invoke_structured() -> qwen2.5:7b | schema=ResumeDNA | 2 message(s) | max_retries=2
12:59:03 | INFO    | interviewdna.llm.ollama | invoke_structured() -> ResumeDNA done in 27.1s total (attempt 1/3, 27.1s)
12:59:03 | INFO    | interviewdna.services.resume | LLM CALL #1: done in 27.1s -- 18 skills, 1 projects, 2 achievements
12:59:03 | INFO    | interviewdna.services.resume | Indexing resume into Pinecone (session=32bf93ef-5905-4df7-b284-fa68aee25444)
12:59:05 | INFO    | interviewdna.rag.pinecone | Embedding 2 chunk(s) for upsert (document_type=resume)
12:59:07 | INFO    | interviewdna.rag.embeddings | Loading embedding model 'all-MiniLM-L6-v2' (first call only -- may download weights the very first time, ~90MB for MiniLM)
12:59:07 | WARNING | huggingface_hub.utils._http | Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
12:59:09 | INFO    | interviewdna.rag.embeddings | Embedding model loaded in 2.5s
12:59:10 | INFO    | interviewdna.rag.pinecone | Embedding done in 5.30s
12:59:10 | INFO    | pinecone.client.indexes | Listing indexes
12:59:10 | INFO    | pinecone.client.indexes | Describing index 'interviewdna'
12:59:10 | INFO    | pinecone.index | Index client created for host https://interviewdna-eb3b67x.svc.aped-4627-b74a.pinecone.io
12:59:10 | INFO    | pinecone.index | Upserting 2 vectors into namespace ''
12:59:11 | INFO    | interviewdna.rag.pinecone | Upserted 2 vector(s) to Pinecone index 'interviewdna'
12:59:11 | INFO    | interviewdna.services.resume | Indexed 2 resume chunk(s) in 8.1s
12:59:11 | INFO    | interviewdna.api | <-- POST /resume/analyze 200 (35327ms)
12:59:11 | WARNING | interviewdna.api | POST /resume/analyze took 35.3s -- likely an LLM call (Ollama cold start, long prompt, or structured-output retry loop)
12:59:11 | INFO    | interviewdna.api | --> POST /job/analyze
12:59:11 | INFO    | interviewdna.services.job | LLM CALL #2: Job DNA extraction starting (2124 chars input)
12:59:11 | INFO    | interviewdna.llm.ollama | invoke_structured() -> qwen2.5:7b | schema=JobDNA | 2 message(s) | max_retries=2
12:59:25 | INFO    | interviewdna.llm.ollama | invoke_structured() -> JobDNA done in 13.7s total (attempt 1/3, 13.7s)
12:59:25 | INFO    | interviewdna.services.job | LLM CALL #2: done in 13.7s -- 8 required skills, 0 responsibilities
12:59:25 | INFO    | interviewdna.services.job | Indexing job description into Pinecone (session=32bf93ef-5905-4df7-b284-fa68aee25444)
12:59:25 | INFO    | interviewdna.rag.pinecone | Embedding 1 chunk(s) for upsert (document_type=job_description)
12:59:25 | INFO    | interviewdna.rag.pinecone | Embedding done in 0.09s
12:59:25 | INFO    | pinecone.index | Upserting 1 vectors into namespace ''
12:59:25 | INFO    | interviewdna.rag.pinecone | Upserted 1 vector(s) to Pinecone index 'interviewdna'
12:59:25 | INFO    | interviewdna.services.job | Indexed 1 JD chunk(s) in 0.5s
12:59:25 | INFO    | interviewdna.api | <-- POST /job/analyze 200 (14216ms)
12:59:25 | WARNING | interviewdna.api | POST /job/analyze took 14.2s -- likely an LLM call (Ollama cold start, long prompt, or structured-output retry loop)
12:59:25 | INFO    | interviewdna.api | --> POST /match
12:59:25 | INFO    | interviewdna.services.job | LLM CALL #3: Alignment reasoning starting
12:59:25 | INFO    | interviewdna.llm.ollama | invoke_structured() -> qwen2.5:7b | schema=AlignmentResult | 2 message(s) | max_retries=2
12:59:58 | INFO    | interviewdna.llm.ollama | invoke_structured() -> AlignmentResult done in 32.8s total (attempt 1/3, 32.8s)
12:59:58 | INFO    | interviewdna.services.job | LLM CALL #3: done in 32.8s -- 8 requirement(s) classified
